               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.048595,            0.011386,           0.0079928,             0.92966,             0.96274,               0.995,             0.41808,            0.045923,           0.0064041,           0.0052186,           0.0071092,           0.0071092,           0.0071092
                 148,            0.056812,            0.011399,           0.0078383,             0.92966,             0.96274,               0.995,             0.41808,            0.045923,           0.0064041,           0.0052186,           0.0070894,           0.0070894,           0.0070894
                 149,            0.053815,           0.0090365,           0.0058633,              0.9378,              0.9451,             0.95778,             0.49717,            0.042264,           0.0064565,           0.0057521,           0.0070696,           0.0070696,           0.0070696
                 150,            0.048352,            0.010933,           0.0074125,              0.9378,              0.9451,             0.95778,             0.49717,            0.042264,           0.0064565,           0.0057521,           0.0070498,           0.0070498,           0.0070498
                 151,             0.05666,            0.011182,           0.0067608,             0.93722,                   1,               0.995,             0.62802,            0.033752,           0.0064504,           0.0056799,             0.00703,             0.00703,             0.00703
                 152,            0.048919,            0.012603,            0.010263,             0.93722,                   1,               0.995,             0.62802,            0.033752,           0.0064504,           0.0056799,           0.0070102,           0.0070102,           0.0070102
                 153,            0.047973,            0.010622,            0.010289,             0.97678,                   1,               0.995,             0.49332,            0.033997,           0.0063786,            0.005602,           0.0069904,           0.0069904,           0.0069904
                 154,            0.044893,            0.010497,            0.006195,             0.97678,                   1,               0.995,             0.49332,            0.033997,           0.0063786,            0.005602,           0.0069706,           0.0069706,           0.0069706
                 155,            0.044211,            0.010544,           0.0079597,             0.93868,                0.95,             0.97333,             0.60698,             0.04136,           0.0059894,           0.0051265,           0.0069508,           0.0069508,           0.0069508
                 156,             0.04528,           0.0076103,           0.0060102,             0.93868,                0.95,             0.97333,             0.60698,             0.04136,           0.0059894,           0.0051265,            0.006931,            0.006931,            0.006931
                 157,            0.047986,            0.010532,           0.0057999,             0.98369,                   1,               0.995,             0.46679,            0.033548,           0.0060475,           0.0048562,           0.0069112,           0.0069112,           0.0069112
                 158,            0.046534,            0.012218,           0.0061937,             0.98369,                   1,               0.995,             0.46679,            0.033548,           0.0060475,           0.0048562,           0.0068914,           0.0068914,           0.0068914
                 159,            0.051518,            0.010496,           0.0073781,             0.97895,                   1,               0.995,             0.40154,            0.042533,           0.0061054,           0.0047555,           0.0068716,           0.0068716,           0.0068716
                 160,            0.043972,            0.008798,           0.0058882,             0.97895,                   1,               0.995,             0.40154,            0.042533,           0.0061054,           0.0047555,           0.0068518,           0.0068518,           0.0068518
                 161,            0.044432,             0.01196,           0.0063195,             0.97965,                   1,               0.995,             0.56472,            0.032382,           0.0059178,           0.0045028,            0.006832,            0.006832,            0.006832
                 162,            0.048445,           0.0083928,           0.0080005,             0.97965,                   1,               0.995,             0.56472,            0.032382,           0.0059178,           0.0045028,           0.0068122,           0.0068122,           0.0068122
                 163,            0.049451,           0.0092741,            0.006049,             0.98361,                   1,               0.995,             0.64443,            0.030797,           0.0058975,           0.0043657,           0.0067924,           0.0067924,           0.0067924
                 164,            0.040104,           0.0087284,            0.006125,             0.98361,                   1,               0.995,             0.64443,            0.030797,           0.0058975,           0.0043657,           0.0067726,           0.0067726,           0.0067726
                 165,            0.039243,            0.010809,            0.005759,             0.98845,             0.99085,               0.995,             0.57456,            0.029285,           0.0059101,           0.0040345,           0.0067528,           0.0067528,           0.0067528
                 166,            0.042075,            0.009011,           0.0059773,             0.98845,             0.99085,               0.995,             0.57456,            0.029285,           0.0059101,           0.0040345,            0.006733,            0.006733,            0.006733
                 167,            0.039886,           0.0089375,            0.006477,             0.97868,                   1,               0.995,             0.68183,              0.0287,           0.0056982,           0.0037115,           0.0067132,           0.0067132,           0.0067132
                 168,            0.035575,           0.0096066,           0.0045215,             0.97868,                   1,               0.995,             0.68183,              0.0287,           0.0056982,           0.0037115,           0.0066934,           0.0066934,           0.0066934
                 169,            0.039258,           0.0098516,           0.0067194,             0.80391,                   1,             0.98136,             0.59439,            0.036598,           0.0059004,            0.003559,           0.0066736,           0.0066736,           0.0066736
                 170,             0.04532,            0.010631,           0.0057656,             0.80391,                   1,             0.98136,             0.59439,            0.036598,           0.0059004,            0.003559,           0.0066538,           0.0066538,           0.0066538
                 171,            0.043135,           0.0087074,           0.0051646,              0.9725,                   1,               0.995,             0.67414,            0.029809,           0.0055998,           0.0034109,            0.006634,            0.006634,            0.006634
                 172,            0.038277,           0.0089939,           0.0045769,              0.9725,                   1,               0.995,             0.67414,            0.029809,           0.0055998,           0.0034109,           0.0066142,           0.0066142,           0.0066142
                 173,            0.038569,           0.0086073,           0.0048373,             0.86192,                   1,               0.995,             0.58268,            0.030567,           0.0057466,           0.0033677,           0.0065944,           0.0065944,           0.0065944
                 174,            0.042147,            0.010155,           0.0043875,             0.86192,                   1,               0.995,             0.58268,            0.030567,           0.0057466,           0.0033677,           0.0065746,           0.0065746,           0.0065746
                 175,            0.040746,           0.0090092,           0.0043203,             0.73255,                   1,             0.92335,             0.53024,            0.037842,           0.0057323,           0.0032459,           0.0065548,           0.0065548,           0.0065548
                 176,            0.042391,           0.0092968,           0.0041434,             0.73255,                   1,             0.92335,             0.53024,            0.037842,           0.0057323,           0.0032459,            0.006535,            0.006535,            0.006535
                 177,            0.046153,             0.01101,           0.0045847,             0.72951,                   1,             0.92696,             0.61302,            0.030828,           0.0058337,           0.0032729,           0.0065152,           0.0065152,           0.0065152
                 178,            0.044687,            0.010244,           0.0059825,             0.72951,                   1,             0.92696,             0.61302,            0.030828,           0.0058337,           0.0032729,           0.0064954,           0.0064954,           0.0064954
                 179,            0.043192,            0.011022,           0.0047189,             0.97079,                   1,               0.995,             0.56262,            0.036266,           0.0057685,           0.0031413,           0.0064756,           0.0064756,           0.0064756
                 180,            0.040694,           0.0067927,           0.0039943,             0.97079,                   1,               0.995,             0.56262,            0.036266,           0.0057685,           0.0031413,           0.0064558,           0.0064558,           0.0064558
                 181,            0.040381,           0.0089356,           0.0050533,             0.88033,                   1,             0.96846,             0.56525,            0.030595,           0.0056934,           0.0031865,            0.006436,            0.006436,            0.006436
                 182,             0.03842,           0.0086497,           0.0041708,             0.88033,                   1,             0.96846,             0.56525,            0.030595,           0.0056934,           0.0031865,           0.0064162,           0.0064162,           0.0064162
                 183,            0.040182,           0.0082433,            0.006311,             0.78447,                   1,             0.94375,             0.61954,            0.035726,           0.0056527,           0.0031561,           0.0063964,           0.0063964,           0.0063964
                 184,            0.047345,           0.0094527,           0.0050607,             0.78447,                   1,             0.94375,             0.61954,            0.035726,           0.0056527,           0.0031561,           0.0063766,           0.0063766,           0.0063766
                 185,            0.045149,           0.0095182,           0.0046575,             0.95376,                   1,               0.995,             0.62308,            0.029595,            0.005745,           0.0032109,           0.0063568,           0.0063568,           0.0063568
                 186,            0.037778,            0.013618,           0.0047171,             0.95376,                   1,               0.995,             0.62308,            0.029595,            0.005745,           0.0032109,            0.006337,            0.006337,            0.006337
                 187,            0.040104,            0.011447,            0.005265,             0.98769,                   1,               0.995,             0.61607,            0.030701,           0.0056723,            0.003197,           0.0063172,           0.0063172,           0.0063172
                 188,            0.035989,           0.0097327,           0.0063356,             0.98769,                   1,               0.995,             0.61607,            0.030701,           0.0056723,            0.003197,           0.0062974,           0.0062974,           0.0062974
                 189,            0.040024,            0.011499,           0.0045846,             0.98266,                   1,               0.995,             0.55347,            0.026254,            0.005805,           0.0032259,           0.0062776,           0.0062776,           0.0062776
                 190,            0.037944,           0.0095688,            0.004847,             0.98266,                   1,               0.995,             0.55347,            0.026254,            0.005805,           0.0032259,           0.0062578,           0.0062578,           0.0062578
                 191,            0.040787,           0.0084046,           0.0061481,             0.98563,             0.98859,               0.995,             0.68481,            0.031519,           0.0057747,            0.003177,            0.006238,            0.006238,            0.006238
                 192,            0.034226,           0.0093375,           0.0043607,             0.98563,             0.98859,               0.995,             0.68481,            0.031519,           0.0057747,            0.003177,           0.0062182,           0.0062182,           0.0062182
                 193,            0.040226,            0.012209,            0.005192,              0.9925,                   1,               0.995,             0.68925,            0.024775,           0.0058325,           0.0031583,           0.0061984,           0.0061984,           0.0061984
                 194,            0.040835,            0.012102,           0.0054933,              0.9925,                   1,               0.995,             0.68925,            0.024775,           0.0058325,           0.0031583,           0.0061786,           0.0061786,           0.0061786
                 195,            0.040422,            0.011026,            0.007069,             0.98815,                   1,               0.995,             0.52378,            0.040274,           0.0057821,           0.0030889,           0.0061588,           0.0061588,           0.0061588
                 196,            0.038699,           0.0079991,           0.0044824,             0.98815,                   1,               0.995,             0.52378,            0.040274,           0.0057821,           0.0030889,            0.006139,            0.006139,            0.006139
                 197,            0.038054,           0.0082034,           0.0040195,             0.98945,                   1,               0.995,             0.69797,            0.028473,           0.0056778,           0.0030656,           0.0061192,           0.0061192,           0.0061192
                 198,            0.032444,            0.009073,           0.0041667,             0.98945,                   1,               0.995,             0.69797,            0.028473,           0.0056778,           0.0030656,           0.0060994,           0.0060994,           0.0060994
                 199,            0.034557,             0.01009,           0.0043978,             0.99041,                   1,               0.995,             0.70219,             0.02794,           0.0056906,           0.0030099,           0.0060796,           0.0060796,           0.0060796
                 200,            0.040323,           0.0090022,           0.0045525,             0.99041,                   1,               0.995,             0.70219,             0.02794,           0.0056906,           0.0030099,           0.0060598,           0.0060598,           0.0060598
                 201,            0.034766,            0.009852,           0.0041482,             0.97576,             0.97429,               0.995,             0.68774,            0.026371,           0.0058034,           0.0030094,             0.00604,             0.00604,             0.00604
                 202,            0.036831,            0.010188,           0.0040407,             0.97576,             0.97429,               0.995,             0.68774,            0.026371,           0.0058034,           0.0030094,           0.0060202,           0.0060202,           0.0060202
                 203,             0.03398,           0.0088189,           0.0036307,             0.98955,                   1,               0.995,             0.74135,            0.024765,            0.005844,           0.0029598,           0.0060004,           0.0060004,           0.0060004
                 204,            0.032635,           0.0078771,           0.0045347,             0.98955,                   1,               0.995,             0.74135,            0.024765,            0.005844,           0.0029598,           0.0059806,           0.0059806,           0.0059806
                 205,            0.034075,            0.008681,           0.0036627,             0.99115,                   1,               0.995,             0.46794,            0.035562,           0.0061959,           0.0029696,           0.0059608,           0.0059608,           0.0059608
                 206,            0.037981,            0.010152,           0.0044195,             0.99115,                   1,               0.995,             0.46794,            0.035562,           0.0061959,           0.0029696,            0.005941,            0.005941,            0.005941
                 207,            0.036927,            0.014282,           0.0049147,             0.99123,                   1,               0.995,             0.75488,            0.022685,           0.0057509,           0.0029539,           0.0059212,           0.0059212,           0.0059212
                 208,            0.042564,            0.010107,           0.0049225,             0.99123,                   1,               0.995,             0.75488,            0.022685,           0.0057509,           0.0029539,           0.0059014,           0.0059014,           0.0059014
                 209,            0.035993,            0.008026,           0.0045731,             0.98745,                   1,               0.995,             0.42043,            0.040778,           0.0060073,            0.002958,           0.0058816,           0.0058816,           0.0058816
                 210,            0.037006,            0.014195,           0.0041651,             0.98745,                   1,               0.995,             0.42043,            0.040778,           0.0060073,            0.002958,           0.0058618,           0.0058618,           0.0058618
                 211,            0.038201,            0.010085,           0.0042936,             0.98006,                   1,               0.995,             0.62975,            0.027805,           0.0055853,           0.0029905,            0.005842,            0.005842,            0.005842
                 212,            0.035926,           0.0074804,            0.004051,             0.98006,                   1,               0.995,             0.62975,            0.027805,           0.0055853,           0.0029905,           0.0058222,           0.0058222,           0.0058222
                 213,            0.033582,           0.0073831,           0.0033455,             0.97606,                   1,               0.995,             0.50829,            0.034479,           0.0057594,           0.0030409,           0.0058024,           0.0058024,           0.0058024
                 214,            0.036814,           0.0093992,           0.0048939,             0.97606,                   1,               0.995,             0.50829,            0.034479,           0.0057594,           0.0030409,           0.0057826,           0.0057826,           0.0057826
                 215,            0.036615,            0.010876,           0.0044734,             0.99278,                   1,               0.995,             0.68865,            0.026386,           0.0056018,           0.0031088,           0.0057628,           0.0057628,           0.0057628
                 216,            0.039234,            0.010479,           0.0044061,             0.99278,                   1,               0.995,             0.68865,            0.026386,           0.0056018,           0.0031088,            0.005743,            0.005743,            0.005743
                 217,            0.034507,           0.0088471,           0.0041324,              0.9922,                   1,               0.995,                 0.7,            0.027233,           0.0054457,           0.0031393,           0.0057232,           0.0057232,           0.0057232
                 218,             0.03729,           0.0097848,           0.0041978,              0.9922,                   1,               0.995,                 0.7,            0.027233,           0.0054457,           0.0031393,           0.0057034,           0.0057034,           0.0057034
                 219,            0.035323,            0.011151,           0.0046944,             0.87326,                   1,             0.99045,             0.56472,            0.029813,           0.0054605,           0.0031655,           0.0056836,           0.0056836,           0.0056836
                 220,            0.036705,           0.0084302,           0.0049994,             0.87326,                   1,             0.99045,             0.56472,            0.029813,           0.0054605,           0.0031655,           0.0056638,           0.0056638,           0.0056638
                 221,            0.036989,           0.0088483,           0.0051379,             0.99053,                   1,               0.995,             0.62805,            0.029372,           0.0054439,            0.003229,            0.005644,            0.005644,            0.005644
                 222,            0.036721,            0.010524,           0.0036882,             0.99053,                   1,               0.995,             0.62805,            0.029372,           0.0054439,            0.003229,           0.0056242,           0.0056242,           0.0056242
                 223,            0.041892,           0.0095264,             0.00427,             0.99169,                   1,               0.995,             0.73367,            0.023001,            0.005454,           0.0032816,           0.0056044,           0.0056044,           0.0056044
                 224,             0.03363,           0.0097139,           0.0046464,             0.99169,                   1,               0.995,             0.73367,            0.023001,            0.005454,           0.0032816,           0.0055846,           0.0055846,           0.0055846
                 225,            0.033068,           0.0095814,           0.0041632,             0.98749,                   1,               0.995,             0.70093,            0.024899,           0.0054345,           0.0032703,           0.0055648,           0.0055648,           0.0055648
                 226,            0.038613,            0.013259,           0.0046542,             0.98749,                   1,               0.995,             0.70093,            0.024899,           0.0054345,           0.0032703,            0.005545,            0.005545,            0.005545
                 227,             0.03665,            0.011173,            0.006348,             0.99061,                   1,               0.995,               0.703,            0.025519,           0.0055359,           0.0033215,           0.0055252,           0.0055252,           0.0055252
                 228,            0.039321,           0.0097207,           0.0050946,             0.99061,                   1,               0.995,               0.703,            0.025519,           0.0055359,           0.0033215,           0.0055054,           0.0055054,           0.0055054
                 229,             0.03284,            0.010492,           0.0038726,              0.9919,                   1,               0.995,              0.6896,            0.023206,           0.0055147,           0.0033278,           0.0054856,           0.0054856,           0.0054856
                 230,            0.033329,           0.0087562,           0.0037486,              0.9919,                   1,               0.995,              0.6896,            0.023206,           0.0055147,           0.0033278,           0.0054658,           0.0054658,           0.0054658
                 231,            0.034707,           0.0078692,           0.0066433,             0.97354,                   1,               0.995,             0.66496,            0.025993,           0.0055022,           0.0032615,            0.005446,            0.005446,            0.005446
                 232,            0.034576,            0.010874,            0.003754,             0.97354,                   1,               0.995,             0.66496,            0.025993,           0.0055022,           0.0032615,           0.0054262,           0.0054262,           0.0054262
                 233,            0.031973,           0.0065394,           0.0036005,             0.98951,                   1,               0.995,             0.67344,            0.025495,           0.0054335,           0.0032093,           0.0054064,           0.0054064,           0.0054064
                 234,            0.032198,           0.0072071,           0.0037468,             0.98951,                   1,               0.995,             0.67344,            0.025495,           0.0054335,           0.0032093,           0.0053866,           0.0053866,           0.0053866
                 235,            0.034151,           0.0073959,            0.003484,             0.99365,                   1,               0.995,             0.70012,            0.022663,           0.0053001,           0.0032062,           0.0053668,           0.0053668,           0.0053668
                 236,            0.031619,           0.0083813,            0.003589,             0.99365,                   1,               0.995,             0.70012,            0.022663,           0.0053001,           0.0032062,            0.005347,            0.005347,            0.005347
                 237,            0.034445,           0.0081118,           0.0037206,             0.99265,                   1,               0.995,             0.63114,            0.027781,           0.0053324,           0.0031886,           0.0053272,           0.0053272,           0.0053272
                 238,            0.036097,            0.010577,            0.004163,             0.99265,                   1,               0.995,             0.63114,            0.027781,           0.0053324,           0.0031886,           0.0053074,           0.0053074,           0.0053074
                 239,             0.03926,           0.0085063,           0.0041924,             0.99012,                   1,               0.995,             0.68382,            0.026167,           0.0052094,           0.0031757,           0.0052876,           0.0052876,           0.0052876
                 240,            0.038122,            0.011645,           0.0046986,             0.99012,                   1,               0.995,             0.68382,            0.026167,           0.0052094,           0.0031757,           0.0052678,           0.0052678,           0.0052678
                 241,            0.038253,           0.0094823,           0.0041876,             0.99008,                   1,               0.995,             0.69976,            0.023856,           0.0051806,           0.0032263,            0.005248,            0.005248,            0.005248
                 242,            0.030649,           0.0075173,           0.0039044,             0.99008,                   1,               0.995,             0.69976,            0.023856,           0.0051806,           0.0032263,           0.0052282,           0.0052282,           0.0052282
                 243,            0.028465,            0.008556,           0.0039163,             0.98885,                   1,               0.995,             0.78233,             0.02175,           0.0051297,           0.0031586,           0.0052084,           0.0052084,           0.0052084
                 244,            0.032323,            0.010998,           0.0040408,             0.98885,                   1,               0.995,             0.78233,             0.02175,           0.0051297,           0.0031586,           0.0051886,           0.0051886,           0.0051886
                 245,            0.033361,           0.0096865,           0.0042952,             0.98745,                   1,               0.995,              0.7721,            0.024796,           0.0051372,           0.0031481,           0.0051688,           0.0051688,           0.0051688
                 246,            0.030127,           0.0088099,           0.0036339,             0.98745,                   1,               0.995,              0.7721,            0.024796,           0.0051372,           0.0031481,            0.005149,            0.005149,            0.005149
                 247,            0.029255,           0.0080151,           0.0035352,             0.99056,                   1,               0.995,              0.7265,            0.025839,           0.0050906,           0.0031097,           0.0051292,           0.0051292,           0.0051292
                 248,            0.029421,           0.0079786,           0.0034056,             0.99056,                   1,               0.995,              0.7265,            0.025839,           0.0050906,           0.0031097,           0.0051094,           0.0051094,           0.0051094
                 249,            0.034706,           0.0081888,           0.0040092,             0.98875,                   1,               0.995,              0.6693,            0.025292,           0.0050753,           0.0031535,           0.0050896,           0.0050896,           0.0050896
                 250,             0.03288,           0.0095716,           0.0034372,             0.98875,                   1,               0.995,              0.6693,            0.025292,           0.0050753,           0.0031535,           0.0050698,           0.0050698,           0.0050698
                 251,            0.031291,           0.0098414,           0.0038785,             0.99187,                   1,               0.995,              0.7275,             0.02206,           0.0049928,           0.0031101,             0.00505,             0.00505,             0.00505
                 252,            0.033347,           0.0086248,           0.0075751,             0.99187,                   1,               0.995,              0.7275,             0.02206,           0.0049928,           0.0031101,           0.0050302,           0.0050302,           0.0050302
                 253,            0.037336,             0.01003,           0.0059674,             0.98932,                   1,               0.995,             0.65011,            0.024301,           0.0049458,           0.0030775,           0.0050104,           0.0050104,           0.0050104
                 254,            0.028563,           0.0077411,           0.0033237,             0.98932,                   1,               0.995,             0.65011,            0.024301,           0.0049458,           0.0030775,           0.0049906,           0.0049906,           0.0049906
                 255,             0.03004,            0.010175,           0.0036237,             0.99108,                   1,               0.995,             0.77312,            0.023519,           0.0048273,           0.0030489,           0.0049708,           0.0049708,           0.0049708
                 256,            0.031659,            0.009227,           0.0035578,             0.99108,                   1,               0.995,             0.77312,            0.023519,           0.0048273,           0.0030489,            0.004951,            0.004951,            0.004951
                 257,            0.035584,           0.0095159,           0.0051217,             0.98895,                   1,               0.995,             0.63873,            0.028393,           0.0048338,           0.0030432,           0.0049312,           0.0049312,           0.0049312
                 258,            0.034656,           0.0086028,             0.00351,             0.98895,                   1,               0.995,             0.63873,            0.028393,           0.0048338,           0.0030432,           0.0049114,           0.0049114,           0.0049114
                 259,            0.033697,           0.0079265,           0.0041052,             0.99099,                   1,               0.995,             0.76984,             0.02198,           0.0047934,           0.0029948,           0.0048916,           0.0048916,           0.0048916
                 260,            0.031063,            0.010235,            0.003497,             0.99099,                   1,               0.995,             0.76984,             0.02198,           0.0047934,           0.0029948,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02656,           0.0070191,           0.0033083,             0.98984,                   1,               0.995,             0.68341,            0.023634,           0.0047878,           0.0029752,            0.004852,            0.004852,            0.004852
                 262,            0.027109,           0.0093091,           0.0035425,             0.98984,                   1,               0.995,             0.68341,            0.023634,           0.0047878,           0.0029752,           0.0048322,           0.0048322,           0.0048322
                 263,            0.033409,            0.011035,           0.0039528,             0.98879,                   1,               0.995,             0.61579,            0.022795,           0.0047604,           0.0029951,           0.0048124,           0.0048124,           0.0048124
                 264,            0.034583,           0.0080368,           0.0032697,             0.98879,                   1,               0.995,             0.61579,            0.022795,           0.0047604,           0.0029951,           0.0047926,           0.0047926,           0.0047926
                 265,            0.036259,           0.0086015,           0.0042748,             0.85535,             0.96596,               0.995,             0.64563,            0.026505,           0.0047506,           0.0029575,           0.0047728,           0.0047728,           0.0047728
                 266,            0.034794,             0.01137,           0.0039344,             0.85535,             0.96596,               0.995,             0.64563,            0.026505,           0.0047506,           0.0029575,            0.004753,            0.004753,            0.004753
                 267,            0.036304,            0.009233,           0.0034188,             0.99066,                   1,               0.995,             0.78624,            0.021051,           0.0047349,           0.0029882,           0.0047332,           0.0047332,           0.0047332
                 268,            0.031124,           0.0079106,            0.004067,             0.99066,                   1,               0.995,             0.78624,            0.021051,           0.0047349,           0.0029882,           0.0047134,           0.0047134,           0.0047134
                 269,            0.032075,           0.0097674,           0.0035519,              0.9902,                   1,               0.995,             0.67045,            0.023182,           0.0047897,           0.0029518,           0.0046936,           0.0046936,           0.0046936
                 270,            0.032734,           0.0092797,           0.0035722,              0.9902,                   1,               0.995,             0.67045,            0.023182,           0.0047897,           0.0029518,           0.0046738,           0.0046738,           0.0046738
                 271,            0.034664,           0.0088549,           0.0036566,             0.99076,                   1,               0.995,             0.68938,            0.025203,           0.0047591,           0.0029423,            0.004654,            0.004654,            0.004654
                 272,            0.035689,            0.010262,            0.004295,             0.99076,                   1,               0.995,             0.68938,            0.025203,           0.0047591,           0.0029423,           0.0046342,           0.0046342,           0.0046342
                 273,            0.029743,             0.00896,            0.003576,             0.99119,                   1,               0.995,             0.71405,            0.024049,           0.0048182,           0.0029984,           0.0046144,           0.0046144,           0.0046144
                 274,            0.029288,            0.010907,           0.0038974,             0.99119,                   1,               0.995,             0.71405,            0.024049,           0.0048182,           0.0029984,           0.0045946,           0.0045946,           0.0045946
                 275,            0.028966,           0.0070441,           0.0032012,             0.99104,                   1,               0.995,             0.76063,            0.021103,           0.0048042,           0.0029583,           0.0045748,           0.0045748,           0.0045748
                 276,            0.034062,           0.0077542,           0.0032064,             0.99104,                   1,               0.995,             0.76063,            0.021103,           0.0048042,           0.0029583,            0.004555,            0.004555,            0.004555
                 277,            0.030415,           0.0089421,           0.0034407,             0.99053,                   1,               0.995,             0.66711,            0.025018,           0.0049783,            0.002991,           0.0045352,           0.0045352,           0.0045352
                 278,             0.02998,           0.0092255,           0.0034682,             0.99053,                   1,               0.995,             0.66711,            0.025018,           0.0049783,            0.002991,           0.0045154,           0.0045154,           0.0045154
                 279,            0.030135,           0.0087149,           0.0040399,             0.99019,                   1,               0.995,             0.74356,            0.024325,           0.0048292,           0.0029106,           0.0044956,           0.0044956,           0.0044956
                 280,            0.040706,            0.010538,           0.0035114,             0.99019,                   1,               0.995,             0.74356,            0.024325,           0.0048292,           0.0029106,           0.0044758,           0.0044758,           0.0044758
                 281,            0.035355,           0.0095356,           0.0032671,             0.99031,                   1,               0.995,             0.59695,            0.027396,           0.0050815,           0.0029375,            0.004456,            0.004456,            0.004456
                 282,            0.038543,           0.0072941,           0.0036341,             0.99031,                   1,               0.995,             0.59695,            0.027396,           0.0050815,           0.0029375,           0.0044362,           0.0044362,           0.0044362
                 283,             0.04195,            0.011483,           0.0039269,             0.98949,                   1,               0.995,             0.76921,            0.022532,           0.0048026,           0.0029433,           0.0044164,           0.0044164,           0.0044164
                 284,            0.028886,           0.0067356,           0.0033597,             0.98949,                   1,               0.995,             0.76921,            0.022532,           0.0048026,           0.0029433,           0.0043966,           0.0043966,           0.0043966
                 285,            0.031248,            0.010277,           0.0060543,             0.99013,                   1,               0.995,             0.80004,            0.020281,           0.0047843,           0.0029271,           0.0043768,           0.0043768,           0.0043768
                 286,             0.03052,           0.0094483,           0.0044614,             0.99013,                   1,               0.995,             0.80004,            0.020281,           0.0047843,           0.0029271,            0.004357,            0.004357,            0.004357
                 287,            0.028917,           0.0073834,           0.0035607,             0.98929,                   1,               0.995,             0.68579,            0.023365,           0.0048438,           0.0028897,           0.0043372,           0.0043372,           0.0043372
                 288,            0.029784,           0.0097259,           0.0039295,             0.98929,                   1,               0.995,             0.68579,            0.023365,           0.0048438,           0.0028897,           0.0043174,           0.0043174,           0.0043174
                 289,            0.024313,           0.0064239,           0.0030928,             0.98967,                   1,               0.995,             0.83195,             0.01904,            0.004674,           0.0028763,           0.0042976,           0.0042976,           0.0042976
                 290,            0.029667,           0.0073038,            0.003523,             0.98967,                   1,               0.995,             0.83195,             0.01904,            0.004674,           0.0028763,           0.0042778,           0.0042778,           0.0042778
                 291,            0.026967,            0.010096,           0.0037961,             0.98823,                   1,               0.995,             0.79738,            0.019352,           0.0046088,           0.0028343,            0.004258,            0.004258,            0.004258
                 292,            0.029346,           0.0081058,           0.0035025,             0.98823,                   1,               0.995,             0.79738,            0.019352,           0.0046088,           0.0028343,           0.0042382,           0.0042382,           0.0042382
                 293,            0.026457,           0.0063336,           0.0035312,             0.98892,                   1,               0.995,             0.67031,             0.02533,           0.0047389,           0.0028402,           0.0042184,           0.0042184,           0.0042184
                 294,            0.031304,            0.008032,           0.0034956,             0.98892,                   1,               0.995,             0.67031,             0.02533,           0.0047389,           0.0028402,           0.0041986,           0.0041986,           0.0041986
                 295,            0.036112,           0.0069981,           0.0043292,             0.98925,                   1,               0.995,             0.79341,            0.021508,           0.0045792,           0.0028155,           0.0041788,           0.0041788,           0.0041788
                 296,            0.027214,           0.0068416,           0.0044522,             0.98925,                   1,               0.995,             0.79341,            0.021508,           0.0045792,           0.0028155,            0.004159,            0.004159,            0.004159
                 297,            0.028561,           0.0092524,           0.0037752,             0.99043,                   1,               0.995,             0.83468,            0.017293,           0.0045019,           0.0028186,           0.0041392,           0.0041392,           0.0041392
                 298,            0.026719,           0.0086471,            0.003477,             0.99043,                   1,               0.995,             0.83468,            0.017293,           0.0045019,           0.0028186,           0.0041194,           0.0041194,           0.0041194
                 299,            0.024484,           0.0085256,           0.0034553,             0.98894,                   1,               0.995,             0.66144,            0.020449,            0.004512,           0.0027973,           0.0040996,           0.0040996,           0.0040996
                 300,            0.032821,            0.009861,           0.0045152,             0.98894,                   1,               0.995,             0.66144,            0.020449,            0.004512,           0.0027973,           0.0040798,           0.0040798,           0.0040798
                 301,            0.028943,           0.0097741,           0.0035521,             0.99129,                   1,               0.995,             0.75263,            0.021488,           0.0045545,           0.0027612,             0.00406,             0.00406,             0.00406
                 302,            0.031034,           0.0081367,           0.0033839,             0.99129,                   1,               0.995,             0.75263,            0.021488,           0.0045545,           0.0027612,           0.0040402,           0.0040402,           0.0040402
                 303,             0.03159,           0.0073283,           0.0055907,             0.98998,                   1,               0.995,             0.75514,            0.019374,           0.0044688,           0.0027616,           0.0040204,           0.0040204,           0.0040204
                 304,            0.029718,            0.006248,           0.0042793,             0.98998,                   1,               0.995,             0.75514,            0.019374,           0.0044688,           0.0027616,           0.0040006,           0.0040006,           0.0040006
                 305,            0.031453,           0.0085042,           0.0037153,             0.99171,                   1,               0.995,             0.80802,            0.017328,           0.0044175,           0.0027375,           0.0039808,           0.0039808,           0.0039808
                 306,            0.025146,           0.0076424,            0.003307,             0.99171,                   1,               0.995,             0.80802,            0.017328,           0.0044175,           0.0027375,            0.003961,            0.003961,            0.003961
                 307,            0.026635,           0.0094263,           0.0033526,             0.99096,                   1,               0.995,             0.77847,            0.017242,           0.0043557,           0.0027092,           0.0039412,           0.0039412,           0.0039412
                 308,            0.022952,           0.0058005,           0.0041565,             0.99096,                   1,               0.995,             0.77847,            0.017242,           0.0043557,           0.0027092,           0.0039214,           0.0039214,           0.0039214
                 309,            0.027274,            0.008527,           0.0036639,             0.99139,                   1,               0.995,             0.74034,            0.023792,           0.0045304,           0.0026406,           0.0039016,           0.0039016,           0.0039016
